ranobedb_id,anilist_id,myanimelist_id,anidb_id
8038,,,
19278,,,
8890,,,
2273,,,
15208,,,
13671,,,
7420,,,
17484,,,
5900,,,
1478,,,
7959,,,
3904,,,
400,,,
1200,,,
8633,,,
20864,,,
19318,,,
11641,,,
16093,,,
11524,,,
15990,,,
8960,,,
17765,,,
3422,,,
13350,,,
7797,,,
11418,,,
16230,,,
5516,,,
1451,,,
8360,,,
4590,,,
5035,,,
4964,,,
9641,,,
2108,,,
7995,,,
6365,,,
9893,,,
3163,,,
14587,,,
18586,,,
2042,,,
4515,,,
12106,,,
6169,,,
15037,,,
6042,,,
3342,,,
7864,,,
12957,,,
8302,,,
12993,,,
11410,,,
15437,,,
15069,,,
15999,,,
4248,,,
16696,,,
3389,,,
9669,,,
13051,,,
12036,,,
7944,,,
16483,,,
12618,,,
7932,,,
13116,,,
19801,,,
15385,,,
8422,,,
17737,,,
3181,,,
5352,97924,100924,
18006,,,
8559,,,
3628,,,
18082,,,
7669,,,
2503,,,
7844,,,
8267,,,
1287,,,
10951,,,
13845,,,
2573,,,
49,,,
67,,,
19807,,,
8927,,,
7486,,,
12420,,,
20007,,,
20038,,,
10271,,,
1183,,,
15125,,,
19784,,,
10175,,,
11075,,,
20096,,,
2611,,,
9934,111643,134557,16012
2796,,,
2962,,,
11658,,,
568,,,
6156,,,
5288,,,
14471,,,
13196,,,
2162,,,
20698,,,
8870,,,
1089,,,
9230,,,
19305,,,
8614,,,
9826,,,
9222,,,
9224,,,
15965,,,
12281,,,
8285,,,
7100,,,
8494,,,
7289,,,
19239,,,
13209,,,
13117,,,
6277,,,
15628,,,
420,,,
16161,,,
6109,,,
15769,,,
254,,,
5749,,,
11344,,,
15493,,,
21465,,,
9359,,,
18241,,,
9485,,,
88,,,
5693,,,
5065,,,
3466,,,
10807,,,
11443,,,
19761,,,
3408,,,
1209,,,
3475,,,
4252,,,
6331,,,
11628,,,
9663,,,
14144,,,
14711,,,
15966,,,
11627,,,
16424,,,
10948,,,
15941,,,
15707,,,
21819,,,
5233,,,
4162,,,
9600,,,
5224,,,
5871,,,
19246,,,
9379,,,
19145,,,
12912,,,
13804,,,
4659,,,
8877,,,
3610,,,
7132,,,
15188,,,
6948,,,
11539,,,
7002,,,
5861,,,
10301,,,
18030,,,
10326,,,
4244,,,
12299,,,
6951,,,
5284,,,
14034,,,
15802,,,
16579,,,
8659,,,
9062,,,
8562,,,
10772,,,
21289,,,
14346,,,
10885,,,
5712,,,
3217,,,
746,,,
12068,,,
4616,,,
10063,,,
9688,,,
1883,,,
5772,,,
12722,,,
7234,,,
215,,,
17203,,,
13286,,,
12561,,,
13256,,,
13405,,,
3377,,,
12808,,,
6430,,,
9313,,,
12322,,,
3077,,,
1557,,,
3158,,,
1704,,,
4969,,,
17938,,,
12758,,,
2675,,,
2131,,,
11479,,,
11120,,,
17600,,,
21321,,,
4229,,,
1406,,,
152,,,
7444,,,
3315,,,
10240,,,
4697,,,
19036,,,
13324,,,
5029,,,
9794,,,
19031,,,
3914,,,
5387,,,
11477,,,
10720,,,
5435,,,
6434,,,
7696,,,
4096,,,
235,,,
2264,,,
341,,,
7603,,,
15542,,,
11044,,,
715,,,
5334,,,
927,,,
6179,,,
3429,,,
5418,,,
20178,,,
19863,,,
19838,,,
1116,,,
4057,,,
12454,,,
12725,,,
6525,,,
10760,,,
13073,,,
14534,,,
19285,,,
4495,,,
2827,,,
6181,,,
755,,,
6040,,,
7440,,,
11997,,,
8652,,,
738,,,
3980,,,
3198,,,
4480,,,
3543,,,
13406,,,
105,,,
6690,,,
11922,,,
8121,,,
13806,,,
4985,,,
13452,,,
17963,,,
6538,,,
6869,,,
9451,,,
8098,,,
17367,,,
10548,,,
6570,,,
15785,,,
1752,,,
8349,,,
15279,,,
11476,,,
14025,,,
7555,,,
12100,,,
5101,,,
4911,,,
6991,,,
4934,,,
1513,,,
8830,,,
6561,,,
125,,,
5297,,,
2111,,,
2358,,,
9863,,,
4177,,,
4942,,,
10101,,,
1766,,,
1419,,,
12959,,,
15537,,,
9514,,,
627,,,
10485,,,
2702,,,
10715,,,
450,,,
1121,,,
11535,,,
8574,,,
4217,,,
18749,,,
2943,,,
8009,,,
4172,,,
10242,,,
13492,,,
5318,,,
4801,,,
3660,,,
3619,,,
9371,,,
1171,,,
10045,,,
9985,,,
5598,,,
9417,,,
14898,,,
19033,,,
19161,,,
12907,,,
10759,,,
19049,,,
19121,,,
8036,,,
19112,,,
7464,,,
9991,,,
12631,,,
1134,,,
3924,,,
12401,,,
9488,,,
3812,,,
4897,,,
3599,,,
14479,,,
16675,,,
11164,,,
2500,,,
19231,,,
3638,,,
9960,,,
14780,,,
9373,,,
14470,,,
3959,,,
2674,,,
5487,,,
14566,,,
1336,,,
20019,,,
10785,,,
6345,,,
18718,,,
11890,,,
15984,,,
3216,,,
4125,,,
11063,,,
19499,,,
19389,,,
9209,,,
10428,,,
5602,,,
10455,,,
12095,,,
10979,,,
649,,,
20518,,,
5048,,,
849,,,
10459,,,
19977,,,
10420,,,
12580,,,
997,,,
7082,,,
5007,,,
2986,,,
21596,,,
2294,,,
20058,,,
5120,,,
2842,,,
115,,,
19860,,,
5463,,,
7024,,,
6709,,,
14482,,,
4386,,,
10015,,,
3965,,,
7605,,,
18699,,,
8093,,,
14843,,,
6824,,,
3819,,,
4818,,,
2397,,,
3579,,,
10816,,,
8306,,,
16197,,,
7221,,,
8457,,,
2814,,,
3293,,,
12950,,,
8846,,,
10020,,,
16604,,,
6308,,,
7746,,,
2839,,,
4015,,,
10623,,,
19850,,,
19809,,,
10533,,,
9753,,,
5975,,,
4621,,,
11883,,,
7009,,,
4262,,,
9722,,,
8172,,,
21923,,,
71,,,
5096,,,
9528,,,
14330,,,
1879,,,
9944,,,
19522,,,
14284,,,
19445,,,
4148,,,
19536,,,
12131,,,
4304,,,
11389,,,
14444,,,
4784,,,
2333,,,
4733,,,
2670,,,
8326,,,
8257,,,
6102,,,
918,,,
2833,,,
3010,,,
10917,,,
3409,,,
894,,,
3839,,,
1562,,,
9276,,,
14209,,,
8825,119417,,
8386,,,
1915,,,
3512,,,
151,,,
1233,,,
13674,,,
18591,,,
19675,,,
13177,,,
5841,,,
14926,,,
20084,,,
141,,,
10660,,,
13147,,,
12924,,,
7753,123731,134465,
9545,,,
11594,,,
1561,,,
6512,,,
4664,,,
5360,,,
22159,,,
16829,,,
11948,,,
12530,,,
11376,,,
1392,,,
102,,,
212,,,
5176,,,
3782,,,
5735,,,
6170,,,
4071,,,
1907,,,
3069,,,
5941,,,
10285,,,
733,,,
15554,,,
605,,,
10039,,,
410,,,
10344,,,
10803,,,
5547,,,
7831,,,
5081,,,
5690,,,
8671,,,
8055,,,
14178,,,
10343,,,
7156,,,
3277,,,
9292,,,
6621,,,
10805,,,
1327,,,
7492,,,
5016,,,
10665,,,
11021,,,
8449,,,
7298,,,
6906,,,
6359,,,
11808,,,
731,,,
2712,,,
7754,,,
6758,,,
6885,,,
9047,,,
9609,,,
14112,,,
18282,,,
5943,,,
6448,,,
5748,,,
8387,,,
6888,,,
16290,,,
6784,,,
12920,,,
4143,,,
14466,,,
4467,,,
1997,,,
20151,,,
15759,,,
8402,,,
2353,,,
8544,,,
13145,,,
20938,,,
760,,,
2489,,,
3775,,,
1473,,,
3672,,,
16035,,,
5063,,,
4274,,,
15370,,,
679,,,
6032,,,
12853,,,
10377,,,
5055,,,
14192,,,
8442,,,
8681,,,
3665,,,
7334,,,
10616,,,
1166,,,
1858,,,
14705,,,
771,,,
14683,,,
14111,,,
7623,,,
14010,,,
10036,,,
15560,,,
12170,,,
8947,,,
1146,,,
12576,,,
1639,,,
379,,,
3183,,,
4063,,,
8692,,,
10871,,,
11680,,,
14650,,,
10719,,,
4917,,,
3633,,,
17279,,,
4270,,,
2314,,,
8467,,,
4269,,,
1725,,,
10538,,,
7345,,,
2437,,,
2448,,,
1661,,,
1730,,,
5559,,,
11766,,,
16032,,,
19771,,,
597,,,
640,,,
902,,,
5756,,,
4570,,,
1596,,,
2498,,,
11835,,,
289,,,
9783,,,
4501,,,
19143,,,
8274,,,
2552,,,
7715,,,
8019,,,
13065,,,
15107,,,
19104,,,
5489,,,
14586,,,
3403,,,
7209,,,
3406,,,
3205,,,
3371,,,
4165,,,
11335,,,
16901,,,
9787,,,
3662,,,
7210,,,
5989,,,
17145,,,
2469,,,
10791,,,
15311,,,
15219,,,
2158,,,
8316,,,
8451,,,
4511,,,
19913,,,
5406,,,
11605,,,
19411,,,
12688,,,
11498,,,
14425,,,
8761,,,
5869,,,
14051,,,
4896,,,
7214,,,
2718,,,
2633,,,
2820,,,
882,,,
4532,,,
20071,,,
9163,,,
9247,,,
3847,,,
19075,,,
41,,,
2749,,,
15078,,,
15284,,,
3251,,,
3770,,,
19342,,,
7666,,,
19175,,,
3845,,,
4667,,,
14062,,,
13880,,,
15313,,,
2519,,,
6035,,,
3562,,,
2393,,,
10399,,,
12414,,,
10313,,,
12443,,,
12135,,,
10050,,,
10634,,,
19268,,,
10072,,,
8615,,,
19404,,,
19424,,,
11386,,,
5092,,,
3393,,,
19372,,,
6940,,,
9879,,,
5609,,,
21,,,
4832,,,
8822,,,
18462,,,
3811,,,
7120,,,
7099,,,
4232,,,
8424,,,
8769,,,
4900,,,
5415,,,
4535,,,
3292,,,
11574,,,
5713,,,
12915,,,
12346,,,
19116,,,
19057,,,
10252,,,
10443,,,
19107,,,
6760,,,
6189,,,
18047,,,
19398,,,
12030,,,
9822,,,
6386,,,
9566,,,
10106,,,
5229,,,
5747,,,
18971,,,
12150,,,
7279,,,
12522,,,
1937,,,
7764,,,
5460,,,
11115,,,
821,,,
10300,,,
8824,,,
3083,,,
19144,,,
13417,,,
9805,,,
15155,,,
7883,,,
65,,,
5910,,,
13796,,,
11104,,,
16132,,,
12211,,,
14703,,,
12905,,,
5241,,,
1913,,,
15495,,,
12069,,,
13385,,,
10554,,,
12492,,,
8350,,,
98,,,
8799,,,
5025,,,
6805,,,
15123,,,
5313,,,
2960,,,
147,,,
14799,,,
1604,,,
20085,,,
18,,,
58,,,
505,,,
1722,,,
10590,,,
157,,,
10864,,,
15494,,,
15287,,,
4918,,,
18528,,,
654,,,
8226,,,
9093,,,
4273,,,
6647,,,
13167,,,
15817,,,
5405,,,
3285,,,
4451,,,
12728,,,
3548,,,
917,,,
11637,,,
7866,,,
11207,,,
5740,,,
1885,,,
11233,,,
13034,,,
9232,,,
18399,,,
2780,,,
10113,,,
6068,,,
11620,,,
19296,,,
9941,,,
19387,,,
14283,,,
11921,,,
13467,,,
18479,,,
6893,,,
12029,,,
5483,,,
6857,,,
19490,,,
11182,,,
19507,,,
12229,,,
15645,,,
12467,,,
14596,,,
7879,,,
9940,,,
20600,,,
10856,,,
4803,,,
15720,,,
14102,,,
9706,,,
8606,,,
7122,118877,109294,
488,,,
16222,,,
9558,,,
12379,,,
10206,,,
21744,,,
16153,,,
14289,,,
19347,,,
4701,,,
9698,,,
3809,,,
19330,,,
2692,,,
13587,,,
9595,,,
5059,,,
1785,,,
11174,,,
5347,,,
4400,,,
5185,,,
2799,,,
6098,,,
4702,,,
11771,,,
5010,,,
8993,,,
3317,,,
12470,,,
14340,,,
9789,,,
8597,,,
8914,,,
9019,,,
5243,,,
10208,,,
6850,,,
7580,,,
4884,,,
2776,,,
8561,,,
4971,,,
5500,,,
13512,,,
15521,,,
6154,,,
13278,,,
16995,,,
9010,,,
8028,,,
17641,,,
9021,,,
3000,,,
14770,,,
1632,,,
16288,,,
7569,,,
3680,,,
4902,,,
10202,,,
8157,,,
2976,,,
4632,,,
14615,,,
3365,,,
8255,,,
3546,,,
15730,,,
6524,,,
19750,,,
2742,,,
253,,,
8022,,,
5970,,,
8079,,,
10813,,,
11720,,,
10646,,,
9369,,,
18387,,,
166,,,
19816,,,
19898,,,
5904,,,
121,,,
19983,,,
43,,,
310,,,
1012,,,
37,,,
59,,,
2209,,,
19965,,,
210,,,
445,,,
221,,,
46,,,
13234,,,
15,,,
616,,,
8759,,,
397,,,
423,,,
567,,,
604,,,
354,,,
16107,,,
14604,,,
30,,,
187,,,
76,,,
5127,,,
12,,,
20160,,,
7146,,,
10280,,,
11038,,,
18549,,,
754,,,
1230,,,
11848,,,
2708,,,
20048,,,
14130,,,
12277,,,
3303,,,
6467,,,
2260,,,
16029,,,
5557,,,
2185,,,
15527,,,
14377,,,
8423,,,
554,,,
10502,,,
10870,,,
7476,,,
2362,,,
10605,,,
112,,,
452,,,
3793,,,
2347,,,
19038,,,
8477,,,
18964,,,
15408,,,
4959,,,
9366,,,
9652,,,
5825,,,
14697,,,
13098,,,
13339,,,
8895,,,
12215,,,
9983,,,
9145,,,
8525,,,
2285,,,
15808,,,
8650,,,
5624,,,
10233,,,
16227,,,
15506,,,
15246,,,
18161,,,
4275,,,
12500,,,
184,,,
6791,,,
10115,,,
5172,,,
20183,,,
1888,,,
18808,,,
8082,,,
3318,,,
8806,,,
15524,,,
92,,,
18992,,,
11464,,,
12305,,,
5623,,,
6439,,,
6931,,,
21241,,,
18326,,,
17502,,,
3162,,,
11840,,,
908,,,
1348,,,
7490,,,
5913,,,
1494,,,
13315,,,
14257,,,
7730,,,
4779,,,
14801,,,
519,,,
13082,,,
7646,,,
9039,,,
2357,,,
9630,,,
15651,,,
3832,,,
21528,,,
2754,,,
16891,,,
20535,,,
19525,,,
7114,,,
20830,,,
14500,,,
8496,,,
11567,,,
7705,,,
19271,,,
962,,,
18991,,,
5629,,,
8319,,,
16321,,,
1518,,,
6654,,,
14092,,,
15872,,,
11562,,,
9137,,,
7011,,,
17287,,,
8640,,,
7471,,,
12590,,,
7238,,,
4657,,,
629,,,
6698,,,
12724,,,
9619,,,
5046,,,
7240,,,
8810,,,
9333,,,
8490,,,
2076,,,
5880,,,
14538,,,
3607,,,
10181,,,
7168,,,
11565,,,
15076,,,
1952,,,
15205,,,
17389,,,
10481,,,
9637,,,
11889,,,
690,,,
3062,,,
6414,,,
6450,,,
19103,,,
2133,,,
175,,,
460,,,
18585,,,
10385,,,
10943,,,
3106,,,
8503,,,
6539,,,
3244,,,
9382,,,
8399,,,
21353,108949,118320,
10210,,,
2719,,,
9850,,,
14343,,,
10724,,,
14493,,,
15583,,,
3177,,,
15986,,,
2370,,,
6321,,,
2084,,,
2431,,,
7459,,,
10689,,,
14831,,,
7485,,,
7441,,,
2320,,,
19990,,,
9245,,,
18558,,,
4913,,,
4207,,,
735,,,
19846,,,
19821,,,
15688,,,
16223,,,
3121,,,
5350,,,
14113,,,
448,,,
1666,,,
14731,,,
9277,,,
12611,,,
5856,,,
8303,,,
7264,,,
6145,,,
16177,,,
21590,,,
14059,,,
11268,,,
8139,,,
12887,,,
10507,,,
12147,,,
5752,,,
14958,,,
15500,,,
8738,,,
8219,,,
1877,,,
419,,,
7219,,,
1118,,,
2686,,,
14952,,,
3534,,,
8848,,,
3910,,,
2102,,,
3339,,,
5647,,,
11617,,,
5211,,,
6854,,,
2241,,,
1938,,,
7880,,,
753,,,
13028,,,
1592,,,
8417,,,
15185,,,
9170,,,
3934,,,
20154,,,
18830,,,
4364,,,
8179,,,
11270,,,
5042,,,
21049,,,
12371,,,
16059,,,
7369,,,
14022,,,
3428,,,
6475,,,
8004,,,
18998,,,
12053,,,
15202,,,
3600,,,
6290,,,
7564,,,
14046,,,
9529,,,
6564,,,
11474,,,
11011,,,
14107,,,
12520,,,
16265,,,
5276,,,
7417,,,
1866,,,
15792,,,
442,,,
9786,,,
5704,,,
20622,47263,17263,
2302,,,
5317,,,
19669,,,
7161,,,
14723,,,
9192,,,
13458,,,
6289,,,
13010,,,
16106,,,
13648,,,
7976,,,
4970,,,
2308,,,
3606,,,
5537,,,
10837,,,
3769,,,
12655,,,
646,,,
7838,,,
4037,,,
9504,,,
7312,,,
6377,,,
11245,,,
15591,,,
15586,,,
1239,,,
6072,,,
5272,,,
5442,,,
9444,,,
1827,,,
11224,,,
19100,,,
19041,,,
13138,,,
7567,,,
2187,,,
2401,,,
2332,,,
2929,,,
21423,,,
12005,,,
7836,,,
6327,,,
5942,,,
11093,,,
8665,,,
20427,,,
9153,,,
931,,,
13242,,,
10655,,,
20127,,,
13938,,,
16584,,,
13428,,,
20213,,,
13555,,,
16534,,,
14968,,,
9552,,,
1812,,,
15797,,,
12914,,,
808,,,
20919,,,
11765,,,
10935,,,
20003,,,
8508,,,
18039,,,
11274,,,
8971,,,
6288,,,
19958,,,
19003,,,
3127,,,
6002,,,
1718,,,
3231,,,
5857,,,
8624,,,
19000,,,
15940,,,
21044,,,
2862,,,
14153,,,
11592,,,
3117,,,
6053,,,
10182,,,
1991,,,
9827,,,
5781,,,
4160,,,
1292,,,
4836,,,
8296,,,
2477,,,
8397,,,
19007,,,
19008,,,
3091,,,
18970,,,
3114,,,
6164,,,
2588,,,
7084,,,
21574,,,
4551,,,
9564,,,
10239,,,
6786,,,
1835,,,
15049,,,
7900,,,
7904,,,
11262,,,
2655,,,
1575,,,
11265,,,
5664,,,
12245,,,
4679,,,
3682,,,
9484,,,
1425,,,
2,,,
2999,,,
14233,,,
1898,,,
5425,,,
8445,,,
6026,,,
2617,,,
5329,,,
4231,,,
7561,,,
8026,,,
7948,,,
2545,,,
1574,,,
20408,,,
2461,,,
10422,,,
16001,,,
8376,,,
18962,,,
4935,,,
7645,,,
2107,,,
8398,,,
1511,,,
5686,,,
2462,,,
1552,,,
6822,,,
2733,,,
12794,,,
1426,,,
1499,,,
3906,,,
4529,,,
6713,,,
10942,,,
8856,,,
8773,,,
19743,,,
9714,,,
8256,,,
14078,,,
3737,,,
10645,,,
8086,,,
4430,,,
11694,,,
11300,,,
2342,,,
8202,,,
17852,,,
4997,,,
9982,,,
10982,,,
16104,,,
4808,,,
14756,,,
1705,,,
3570,,,
16409,,,
16921,,,
8836,,,
18984,,,
9903,,,
11158,,,
16154,,,
16158,,,
14041,,,
14777,,,
11812,,,
15561,,,
16370,,,
8974,,,
783,,,
13791,,,
3532,,,
5094,,,
2662,,,
5262,,,
717,,,
15993,,,
10518,,,
14893,,,
3865,,,
19243,,,
19045,,,
14132,,,
19225,,,
8988,,,
5665,,,
10737,,,
14735,,,
14737,,,
16328,,,
16087,,,
4569,,,
15143,,,
19526,,,
16452,,,
17769,,,
1677,,,
19952,,,
12720,,,
5734,,,
4622,,,
17277,,,
11195,,,
9186,,,
19758,,,
10060,,,
4863,,,
7738,,,
3848,,,
958,,,
9350,,,
14866,,,
5958,,,
8262,,,
7653,,,
11886,,,
16067,,,
12130,,,
9723,,,
15800,,,
13568,,,
13922,,,
18215,,,
7571,,,
15009,,,
9687,,,
14143,,,
15110,,,
12976,,,
13133,,,
6299,,,
12438,,,
12564,,,
21107,,,
8792,,,
14492,,,
15513,,,
15578,,,
20149,,,
13937,,,
6257,,,
10661,,,
7147,,,
7794,,,
11964,,,
15256,,,
20722,,,
11929,,,
13588,,,
14654,,,
10342,,,
13642,,,
16451,,,
13414,,,
12326,,,
20376,,,
15604,,,
13522,,,
15754,,,
17595,,,
14768,,,
14707,,,
12089,,,
14254,,,
11383,,,
10396,,,
13730,,,
15833,,,
14491,,,
20526,,,
9184,,,
11456,,,
12995,,,
13165,,,
12358,,,
15834,,,
13353,,,
15514,,,
14526,,,
9101,,,
12892,,,
19321,,,
19388,,,
12964,,,
14077,,,
9700,,,
13563,,,
5592,,,
9120,,,
14925,,,
18530,,,
14790,,,
12173,,,
16005,,,
14220,,,
14429,,,
14156,,,
12657,,,
2621,,,
14838,,,
15672,,,
13448,,,
13643,,,
18524,,,
14896,,,
15501,,,
14207,,,
16515,,,
14639,,,
2672,,,
15705,,,
13898,,,
2975,,,
9385,,,
4306,,,
16274,,,
8456,,,
10591,,,
11954,,,
13526,,,
11881,,,
10615,,,
14303,,,
20693,,,
3818,,,
14766,,,
12608,,,
10710,,,
21977,,,
7779,,,
18932,,,
13498,,,
9882,,,
12221,,,
3362,,,
4580,,,
9381,,,
17831,,,
2804,,,
14183,,,
5222,,,
12177,,,
8092,,,
11512,,,
4425,,,
16509,,,
9483,,,
15120,,,
19324,,,
15072,,,
7972,,,
13868,,,
6326,,,
2784,,,
8309,,,
18102,,,
7886,,,
11622,,,
8613,,,
7522,,,
2219,,,
13060,,,
6212,,,
7212,,,
12918,,,
13432,,,
8090,,,
11145,,,
17123,,,
13210,,,
13556,,,
12113,,,
15402,,,
5947,,,
6382,,,
7075,,,
5579,,,
16497,,,
8727,,,
10794,,,
5562,,,
6197,,,
13635,,,
2609,,,
685,,,
1063,,,
10205,,,
9551,,,
13609,,,
6226,,,
6494,,,
10632,,,
7667,,,
13472,,,
6897,,,
21543,,,
2894,,,
3424,,,
609,,,
10022,,,
9469,,,
21710,,,
17647,,,
12809,,,
3504,,,
9499,,,
9284,,,
5622,,,
9594,,,
9399,,,
5948,,,
1857,,,
216,,,
3142,,,
6006,,,
18827,,,
7631,,,
14063,,,
10306,,,
4204,,,
13031,,,
8438,,,
10067,,,
1870,,,
20545,,,
9193,,,
12694,,,
14217,,,
11633,,,
16089,,,
8973,,,
9610,,,
1861,,,
11258,,,
2888,,,
1878,,,
3289,,,
4437,,,
13379,,,
3019,,,
9392,,,
12859,,,
13345,,,
5508,,,
7985,,,
10688,,,
15924,,,
6513,,,
11085,,,
13664,,,
4064,,,
8475,,,
3236,,,
3736,,,
719,,,
5078,,,
3185,,,
2837,,,
8631,,,
14072,,,
386,,,
9143,,,
20385,,,
13988,,,
14900,,,
10580,,,
12886,,,
14335,,,
4060,,,
164,,,
7830,,,
4561,,,
3999,,,
14560,,,
9256,,,
7447,,,
17951,,,
11215,,,
7007,,,
11959,,,
9312,,,
9094,,,
18575,,,
3064,,,
15876,,,
2613,,,
188,,,
14434,,,
7189,,,
879,,,
15669,,,
2980,,,
10550,,,
13257,145673,144476,
10865,,,
653,,,
12107,,,
5291,,,
18669,,,
13700,,,
11534,,,
14664,,,
17373,,,
9487,,,
15958,,,
13524,,,
6859,,,
14817,,,
12797,,,
14226,,,
9117,,,
15422,,,
14262,,,
2905,,,
13366,,,
13317,,,
12575,,,
13752,,,
16661,,,
14224,,,
18554,,,
14480,,,
12966,,,
17142,,,
15589,,,
12662,,,
7711,,,
12562,,,
15180,,,
3269,,,
14350,,,
12741,,,
5030,,,
13565,,,
11536,,,
7635,,,
15222,,,
13973,,,
13527,,,
22027,,,
2871,,,
12054,,,
9730,,,
13679,,,
14384,,,
13927,,,
11729,,,
6500,,,
17892,,,
10488,,,
14633,,,
16380,,,
13810,,,
10690,,,
13052,,,
10263,,,
14797,,,
5615,,,
6901,,,
13156,,,
9971,,,
15836,,,
13999,,,
12255,,,
15656,,,
9843,,,
2911,,,
14136,,,
7575,,,
7004,,,
9626,,,
8032,,,
21418,,,
4706,,,
5751,,,
4121,,,
16712,,,
9046,,,
14234,,,
7155,,,
6619,,,
10756,,,
8730,,,
16077,,,
2916,,,
1380,,,
2677,,,
5058,,,
4875,,,
2213,,,
19956,,,
8907,,,
9132,,,
11985,,,
7235,,,
13678,,,
9613,,,
13655,,,
10156,,,
2328,,,
9307,,,
11170,,,
15832,,,
8039,,,
14978,,,
11584,,,
201,,,
11963,,,
1306,,,
12791,,,
19432,,,
9579,,,
1667,,,
7165,,,
2011,,,
17474,,,
12493,,,
4066,,,
3172,,,
6788,,,
2779,,,
935,,,
12048,,,
1031,,,
7842,,,
5281,,,
20177,,,
5564,,,
19790,,,
751,,,
7299,,,
11447,,,
10534,,,
4672,,,
14832,,,
12284,,,
20375,,,
13155,,,
14794,,,
13955,,,
4978,,,
13904,,,
13873,,,
1268,,,
10187,,,
758,,,
12539,,,
9766,,,
7950,,,
14322,,,
10512,,,
9129,,,
3063,,,
4555,,,
4234,,,
3581,,,
2382,,,
20153,,,
6608,,,
6269,,,
6187,,,
3855,,,
844,,,
10417,,,
6361,,,
1251,,,
8933,,,
14009,,,
10940,,,
15642,,,
2561,,,
1004,,,
9066,,,
4334,,,
18317,,,
8576,,,
2154,,,
12629,,,
6543,,,
7861,,,
5083,,,
11577,,,
12998,,,
6638,,,
4084,,,
3953,,,
5638,,,
13181,,,
11544,,,
7851,,,
1188,,,
21571,,,
6781,,,
1683,,,
8657,,,
12513,,,
10027,,,
7172,,,
16336,,,
14338,,,
19710,,,
14626,,,
5166,,,
12404,,,
9746,,,
9121,,,
7058,,,
12388,,,
5427,,,
4502,,,
4202,,,
579,,,
3278,,,
3448,,,
14696,,,
311,,,
618,,,
1248,,,
8033,,,
14547,,,
50,,,
69,,,
19799,,,
5731,,,
15204,,,
10638,,,
3901,,,
14089,,,
11927,,,
15570,,,
18927,,,17870
18958,,,
8707,,,
4584,,,
10189,,,
10833,,,
13958,,,
14719,,,
8127,,,
13792,,,
10964,,,
1703,,,
8371,,,
13870,,,
19763,,,
2065,,,
4627,,,
7906,,,
3657,,,
2091,,,
8879,,,
18335,,,
17375,,,
13423,,,
7355,,,
3341,,,
9335,,,
2360,,,
5461,,,
555,,,
5884,,,
14011,,,
2907,,,
4110,,,
6067,,,
6852,,,
19741,,,
17482,,,
20049,,,
7961,,,
8556,,,
10827,,,
9177,,,
8412,,,
13039,,,
10171,,,
9769,,,
8757,,,
10562,,,
11374,,,
9459,,,
7297,,,
9191,,,
5158,,,
12034,,,
6776,,,
11334,,,
8920,,,
11625,,,
14814,,,
8869,,,
8348,,,
20865,,,
4123,,,
10178,,,
11629,,,
6137,,,
3391,,,
3941,,,
13347,,,
13015,,,
11790,,,
13026,,,
3173,,,
6370,,,
21870,,,
6769,,,
8482,,,
12986,,,
3039,,,
9793,,,
6180,,,
11933,,,
9375,,,
5240,,,
15736,,,
12480,,,
84,,,
4286,,,
10051,,,
20635,,,
9086,,,
12971,,,
15607,,,
1476,,,
4778,,,
18307,,,
2179,,,
4601,,,
6328,,,
15333,,,
5437,,,
3552,,,
785,,,
17164,,,
7982,,,
15461,,,
12996,,,
20047,,,
14850,,,
728,,,
1342,,,
5019,,,
19991,,,
1258,,,
11741,,,
19323,,,
2542,,,
10788,,,
8109,,,
2195,,,
4611,,,
7919,,,
4282,,,
10649,,,
12505,,,
344,,,
949,,,
12845,,,
5011,,,
13264,,,
11014,,,
2567,,,
8444,,,
19383,,,
13290,,,
12614,,,
8816,,,
2885,,,
15138,,,
12623,,,
3605,,,
11358,,,
12558,,,
4055,,,
11855,,,
10845,,,
8540,,,
6435,,,
12560,,,
12406,,,
13221,,,
12603,,,
940,,,
6050,,,
11246,,,
20070,,,
1010,,,
1978,,,
2286,,,
1743,,,
16436,,,
2030,,,
5344,,,
5084,,,
2629,,,
9446,,,
16198,,,
3240,,,
20046,,,
5935,,,
11152,,,
7611,,,
9835,,,
14117,,,
5328,,,
10950,132500,,
3788,,,
19861,,,
11151,,,
8049,,,
357,,,
6696,,,
18954,,,
12526,,,
5151,,,
5265,,,
4373,,,
10650,,,
2582,,,
9767,,,
8921,,,
1959,,,
17858,,,
2836,,,
12889,,,
4592,,,
11006,,,
1579,,,
768,,,
1702,,,
19998,,,
9550,,,
15530,,,
5584,,,
9818,,,
3052,,,
10087,,,
10969,,,
8948,,,
4888,,,
13463,,,
10975,,,
3977,,,
21537,,,
13192,,,
6471,,,
14030,,,
12203,,,
6681,,,
871,,,
18048,,,
14608,,,
1914,,,
2505,,,
9297,,,
5643,,,
1687,,,
19828,,,
6333,,,
2597,,,
6336,,,
8518,,,
2957,,,
13757,,,
5306,,,
22111,,,
6010,,,
20033,,,
11398,,,
5478,,,
5865,,,
9639,,,
4397,,,
6224,,,
16268,,,
2772,,,
13818,,,
13794,,,
11709,,,
7480,,,
15386,,,
4341,,,
13650,,,
2443,,,
12615,,,
3025,,,
21238,,,
10201,,,
6772,,,
11381,,,
19739,,,
2550,,,
1152,,,
4839,,,
