ranobedb_id,anilist_id,myanimelist_id,anidb_id
16312,,,
1860,,,
409,,,
11692,,,
13471,,,
18424,,,
19951,,,
17692,,,
17624,,,
16878,,,
9283,,,
4726,,,
12932,,,
17309,,,
8204,,,
18679,,,
9358,,,
8166,,,
15935,,,
5924,,,
14944,,,
14321,,,
5005,,,
4929,,,
12773,,,
17851,,,
6339,,,
718,,,
7543,,,
11551,124426,133476,
9236,,,
6992,,,
14617,,,
7232,,,
1017,,,
145,,,
20575,,,
11864,,,
1788,,,
10257,,,
6648,,,
18491,,,
408,,,
2729,,,
2578,,,
16368,,,
12084,,,
2284,,,
1271,,,
744,,,
1199,,,
9443,,,
12787,,,
16496,,,
11469,,,
11165,,,
14652,,,
6205,,,
2607,,,
11061,,,
21351,,,
20106,,,
15148,,,
13667,,,
4362,,,
522,,,
13639,,,
16291,,,
4131,,,
12882,,,
4576,,,
14868,,,
17655,,,
13717,,,
15260,,,
15280,,,
17119,,,
651,,,
1822,,,
15169,,,
324,,,
14928,,,
6699,,,
5631,,,
11255,,,
6568,,,
10150,,,
1078,,,
13187,,,
14967,,,
10478,,,
10158,,,
12510,,,
11956,,,
16304,,,
16119,,,
12579,,,
5742,,,
16096,,,
13487,,,
12225,,,
17696,,,
11238,,,
4043,,,
6262,,,
6814,,,
2016,,,
7793,,,
7042,,,
12759,,,
14885,,,
13303,,,
2247,,,
5072,,,
12079,,,
8114,,,
1960,,,
11275,,,
13271,,,
5207,,,
1379,,,
12479,,,
399,,,
10392,,,
10889,,,
12961,,,
13724,,,
10593,,,
6589,,,
12921,,,
538,,,
8295,,,
12673,,,
9050,,,
7053,,,
11899,,,
16610,,,
9465,,,
12511,,,
8483,,,
4991,,,
7419,,,
20169,,,
12451,,,
2226,,,
12341,,,
13105,,,
523,,,
10439,,,
1486,,,
13049,,,
6751,,,
16191,,,
16344,,,
6860,,,
14148,,,
224,,,
12922,,,
10025,,,
13485,,,
15670,,,
12073,,,
13152,,,
7515,,,
15881,,,
17454,,,
5550,,,
5532,,,
1904,,,
4949,,,
12271,,,
6851,,,
4196,,,
108,,,
75,,,
39,,,
2365,,,
11402,,,
16072,,,
12109,,,
5839,,,
7047,,,
1809,,,
6622,,,
11112,,,
3398,,,
5293,,,
12632,,,
9052,,,
12695,,,
5574,,,
9293,,,
14955,,,
8628,,,
13686,,,
13802,,,
13308,,,
9530,,,
16617,,,
6488,,,
13598,,,
7652,,,
14678,,,
11126,,,
11242,,,
11754,142693,,
6599,,,
614,,,
7828,,,
9237,,,
3305,,,
4000,,,
290,,,
4104,,,
7180,,,
16232,,,
10490,,,
21291,,,
8673,,,
17087,,,
15209,,,
13610,,,
9096,,,
524,,,
8684,,,
12415,,,
3640,,,
12285,,,
4974,,,
12474,,,
8460,,,
13300,,,
9314,,,
3960,,,
9390,,,
21334,,,
12803,,,
10226,,,
2352,,,
21606,,,
7341,,,
17721,,,
12185,,,
3554,,,
18620,,,
4374,,,
2068,,,
11313,,,
5627,,,
17652,,,
9927,,,
1147,,,
11967,,,
2881,,,
14301,153891,,
9301,,,
6124,101305,101661,
8780,,,
10597,,,
12656,,,
14358,,,
8591,,,
13707,,,
6008,,,
8672,,,
20164,98975,90191,12562
9977,,,
10249,,,
5244,,,
15019,,,
8902,,,
8210,,,
5490,,,
6126,,,
11154,,,
11072,142163,,
21254,,,
13048,,,
18324,54834,24834,
8906,,,
9300,115043,166507,
5633,,,
13499,,,
7613,,,
13906,,,
5551,,,
11236,,,
9546,,,
5023,,,
9788,,,
9480,128820,133665,
17594,,,
14846,,,
10516,,,
15054,,,
5795,,,
16814,,,
12729,,,
9419,,,
13638,,,
11214,,,
12904,,,
9980,,,
7361,,,
7374,,,
4724,,,
1333,,,
15145,,,
13455,,,
4507,,,
3542,,,
15629,,,
16727,,,
13386,,,
6114,,,
20580,,,
14710,,,
21161,,,
7740,,,
9830,,,
14548,,,
11751,,,
11662,,,
7557,,,
5359,,,
12449,,,
17242,,,
7823,,,
14744,,,
8130,,,
18688,,,
8123,,,
643,,,
17338,,,
6705,,,
13054,,,
20730,,,
7905,,,
15906,,,
8706,,,
14984,,,
4189,,,
3141,97361,99385,
1455,,,
12124,,,
9190,,,
10717,,,
159,,,
1659,,,
7877,,,
14380,,,
16051,,,
9048,,,
789,,,
4132,,,
15944,,,
8481,,,
186,,,
9779,116839,125087,17517
11449,,,
4090,,,
12871,,,
15211,,,
3416,,,
13978,,,
7725,,,
13094,,,
13318,,,
5273,,,
10253,,,
9423,134775,,
2300,,,
3411,,,
8704,,,
13840,,,
20142,,,
3620,,,
14187,,,
17850,,,
6749,,,
10491,,,
9127,,,
9008,,,
16456,,,
19650,,,
9102,,,
3653,,,
10057,,,
17803,,,
15753,,,
1900,,,
12557,,,
13384,,,
14286,,,
16025,,,
14682,,,
4698,,,
20207,,,
1082,,,
1408,,,
12559,,,
18412,,,
2612,,,
14447,,,
5076,,,
15101,,,
9517,,,
7302,,,
13401,,,
14396,,,
530,,,
3646,,,
12977,164123,,
8972,,,
14184,,,
6700,,,
13858,,,
12659,,,
11282,,,
12898,,,
16139,,,
24,,,
10403,,,
2632,,,
11852,,,
16750,,,
11702,148212,144236,
11414,,,
15677,,,
10556,,,
8778,,,
4469,,,
17202,,,
22039,,,
1309,,,
6714,,,
2543,,,
6011,,,
11108,,,
11252,,,
17768,,,
5464,,,
14886,,,
15124,,,
9448,,,
915,,,
2210,,,
13828,,,
3896,,,
491,,,
10394,,,
12926,,,
6816,,,
6025,,,
6069,,,
14390,,,
9327,,,
15375,,,
21337,,,
20438,,,
6775,,,
11146,,,
17501,,,
16354,,,
20960,,,
14090,,,
12310,,,
447,,,
10795,,,
10237,,,
9032,,,
8085,,,
13753,,,
13071,,,
17492,,,
15374,,,
6929,,,
14093,,,
10956,,,
16885,,,
5428,,,
15653,,,
11107,,,
14841,,,
14267,,,
8700,,,
10111,,,
5536,,,
3262,,,
10410,,,
9775,,,
11040,,,
15615,,,
10151,,,
6603,,,
16128,,,
15893,,,
15438,,,
10542,,,
478,,,
2860,,,
14086,,,
13112,,,
2883,,,
10749,,,
2899,,,
11339,,,
10387,,,
11001,,,
8763,,,
633,,,
4932,,,
2620,,,
13856,,,
13027,,,
2215,,,
2619,,,
14120,,,
9513,,,
11865,,,
11988,,,
14348,,,
14554,,,
11774,,,
4198,,,
5169,,,
3394,,,
21354,,,
12837,,,
191,,,
21540,,,
12161,,,
16922,,,
15499,,,
15388,,,
20368,,,
15774,,,
15028,,,
14088,,,
11266,,,
12761,,,
13360,,,
13900,,,
16408,,,
12693,,,
6815,,,
15433,,,
6872,120959,178023,
6710,,,
7184,,,
12712,,,
9151,,,
1872,,,
18621,,,
1093,,,
13236,,,
7951,,,
21257,,,
13427,,,
3631,,,
13250,,,
1637,,,
15039,,,
13740,,,
7328,,,
12108,,,
7778,,,
9693,,,
10217,,,
11788,,,
19376,,,
20220,,,
8817,,,
14929,,,
16390,,,
8804,,,
10674,,,
18846,,,
14084,,,
12164,,,
15384,,,
9527,,,
12612,,,
15298,,,
15441,,,
6960,,,
18395,,,
5652,,,
20677,,,
14724,,,
5292,,,
15429,,,
10157,,,
5711,,,
10192,,,
12781,,,
652,,,
9807,,,
21717,,,
16030,,,
5198,,,
11002,,,
5674,,,
9426,,,
14256,,,
5491,,,
15324,,,
625,,,
841,,,
6253,,,
4192,,,
5193,,,
1684,,,
12166,,,
1097,,,
12681,,,
11731,,,
15135,,,
12895,,,
5351,,,
14381,,,
12535,,,
21127,,,
15526,,,
6309,,,
16335,,,
12049,,,
6016,,,
3102,,,
12313,,,
16061,,,
10863,,,
20263,,,
6127,,,
11630,,,
12373,,,
388,,,
16402,,,
9916,,,
3557,,,
15683,,,
11208,,,
4408,,,
6346,,,
13449,,,
9866,,,
11965,,,
17859,,,
15421,,,
3338,,,
1515,,,
3873,100127,86808,
18488,,,
15558,,,
4586,,,
8932,,,
1992,,,
698,,,
17730,,,
3787,86424,79907,
21518,144607,,
18454,,,
6334,,,
8405,,,
5968,,,
9924,,,
10047,,,
12843,,,
74,,,
766,,,
21439,,60703,
16928,,,
12239,,,
926,,,
11378,,,
1081,,,
511,,,
12952,,,
1023,,,
17000,,,
16296,,,
13087,,,
15344,,,
6217,,,
6718,,,
4813,,,
592,,,
11863,,,
7540,,,
3108,,,
4791,,,
13817,,,
7735,,,
9409,,,
9493,,,
14496,,,
3298,,,
1532,,,
16432,,,
14949,,,
11370,,,
12031,,,
13779,,,
17894,,,
14660,,,
17775,,,
8584,,,
9285,,,
14721,,,
15379,,,
6601,,,
4145,,,
6419,,,
8229,105756,,
12144,,,
6925,,,
7544,,,
9439,,,
12916,,,
10026,,,
3936,,,
9900,,,
13968,,,
6209,117457,119913,
3526,,,
9739,,,
4951,96887,96827,
16760,,,
986,,,
10888,,,
10777,,,
17362,,,
21213,,,
429,,,
15744,,,
1890,,,
9926,,,
5480,,,
9391,,,
7373,,,
16566,,,
15323,,,
16371,,,
7720,,,
14670,,,
9614,,,
8430,,,
232,,,
13965,,,
20420,,,
16462,,,
16415,,,
18921,,,
10133,,,
16086,,,
436,,,
7041,123166,119643,19627
10132,,,
10581,,,
21599,,,
7010,,,
10152,,,
12061,,,
16708,,,
11764,,,
16501,,,
10098,,,
9095,,,
17722,,,
2706,,,
18736,,,
13397,,,
249,,,
3379,,,
17537,,,
4259,,,
10310,,,
16384,,,
8579,,,
987,,,
9697,,,
11280,,,
8602,,,
1484,,,
11422,,,
21493,,,
4012,,,
12375,139977,144676,19231
260,,,
561,,,
16228,,,
8886,,,
14323,,,
13135,,,
14881,,,
12268,,,
14855,,,
13720,,,
2221,,,
11829,,,
16215,,,
9984,,,
18019,,,
21310,,,
15806,,,
14938,,,
3359,,,
13888,,,
12206,,,
11,,,
12888,,,
6233,,,
12570,,,
9758,,,
5834,,,
11589,,,
15044,,,
3390,,,
13889,,,
16116,,,
13970,,,
9298,,,
3214,,,
1524,,,
560,,,
15342,,,
15464,,,
21199,,,
1128,,,
9870,,,
2029,,,
13233,,,
14513,,,
14769,,,
17121,,,
9054,106761,123948,
10381,,,
7608,,,
15233,,,
4989,,,
1339,,,
15409,,,
18624,,,
10244,,,
1252,,,
7551,,,
16218,,,
12330,,,
7497,,,
9875,,,
593,,,
8781,,,
21201,,,
7398,,,
4792,,,
10564,,,
13899,,,
13058,,,
15856,,,
10966,,,
6235,,,
14438,,,
8314,,,
14812,,,
18227,,,
2919,,,
9908,,,
18531,,,
21259,,,
21435,,,
8547,,,
10198,,,
3081,,,
13775,,,
16461,,,
2594,,,
10199,127226,,
17,,,
5908,,,
16201,,,
3886,,,
5870,,,
4655,,,
1949,,,
4493,,,
4579,,,
8034,,,
4242,,,
9570,,,
10065,,,
4418,,,
8148,,,
4331,,,
8276,,,
16975,,,
14880,,,
16455,,,
8794,,,
16819,,,
8586,,,
8755,,,
8337,,,
11432,,,
21198,,,
6195,,,
16229,,,
8942,,,
6047,,,
3212,,,
13035,,,
16202,,,
228,,,
536,,,
14720,,,
533,,,
6576,,,
14237,,,
13203,,,
15520,,,
2832,88567,58173,
15392,,,
9653,,,
8471,,,
14182,,,
6729,,,
19737,,,
2925,,,
12624,,,
8382,,,
8472,,,
15391,,,
12395,,,
9161,,,
13731,,,
4687,,,
5799,,,
18608,,,
3919,,,
4321,,,
10515,,,
4597,,,
2610,,,
14970,,,
11682,,,
6602,145758,144427,17222
16184,,,
9815,,,
12833,,,
9464,,,
10138,,,
6861,,,
12762,,,
8129,,,
10677,,,
12742,,,
11253,,,
10629,,,
14122,,,
10895,,,
10766,,,
9148,,,
6001,,,
2153,,,
15073,,,
13201,,,
15469,,,
15690,,,
2202,,,
6352,,,
11113,,,
6552,,,
3033,,,
15001,,,
8459,,,
1059,,,
13630,,,
11569,,,
8480,,,
9970,,,
7364,,,
14467,,,
1713,,,
11423,172091,182700,19378
12696,,,
1153,,,
716,,,
21308,,,
14315,,,
11192,,,
12909,,,
5407,,,
269,,,
6236,,,
9028,,,
11515,,,
18023,,,
13850,,,
11550,,,
2026,,,
7310,,,
2723,,,
2204,,,
2880,,,
9704,,,
12596,,,
8570,,,
5725,97738,98530,
17456,,,
15988,,,
6847,,,
10984,,,
15142,,,
3957,,,
1602,,,
3134,,,
11718,,,
1925,,,
8685,,,
2748,,,
6840,,,
8252,,,
10423,,,
12226,,,
13500,,,
15674,,,
11856,,,
11851,,,
10713,,,
7348,,,
11833,,,
5053,,,
17638,,,
1083,,,
15975,,,
14229,,,
15913,,,
8754,,,
4163,,,
8160,,,
3951,,,
10817,124760,133437,
5640,,,
11484,,,
16224,,,
12306,,,
10400,,,
2423,,,
4396,,,
4023,,,
17824,,,
15970,,,
7319,,,
10255,,,
12494,,,
10707,,,
119,,,
9607,,,
14319,,,
16345,,,
14118,,,
6704,,,
14116,,,
10811,,,
10092,,,
21035,,,
11777,,,
17232,,,
17985,,,
12198,,,
13640,,,
13085,,,
2246,,,
468,,,
2834,,,
7582,,,
972,,,
5258,,,
9007,,,
3664,,,
352,,,
5203,,,
18820,,,
6680,,,
16283,,,
13084,156166,,
7504,,,
13764,,,
47,,,
12592,,,
15883,,,
12260,,,
6688,,,
10314,,,
16846,,,
9378,,,
4608,,,
1428,,,
7964,,,
2163,,,
7032,,,
18483,,,
7194,,,
21411,,,
6341,,,
8227,,,
7535,,,
7612,,,
19666,,,
20143,,,
8207,,,
17610,,,
7913,,,
6131,,,
8994,,,
1459,,,
4069,,,
1774,,,
6598,,,
16565,,,
14611,,,
4624,,,
12307,,,
1634,,,
8787,,,
624,,,
14516,,,
13765,,,
10972,,,
3843,,,
9634,,,
5397,,,
52,,,
1186,,,
9503,,,
14807,,,
3138,,,
17013,,,
7203,,,
17989,45200,15200,
8426,,,
9326,,,
12040,,,
2530,,,
2516,,,
9396,,,
3230,,,
8797,,,
5287,,,
10716,,,
439,,,
3485,,,
2810,,,
13820,,,
564,,,
10405,,,
4650,,,
1297,,,
2830,,,
4998,,,
6268,,,
10696,,,
14177,,,
1028,,,
14212,,,
9075,,,
9890,,,
13168,,,
12665,,,
7907,,,
114,,,
3384,,,
14109,,,
11703,,,
11593,,,
8504,,,
13935,,,
10998,119829,133958,
3061,,,
13896,,,
15787,,,
3489,,,
9001,,,
7867,,,
15218,,,
9473,,,
7700,,,
7428,,,
9781,,,
8741,,,
15184,,,
16010,,,
9219,,,
18504,,,
17092,,,
16544,,,
15127,,,
5679,,,
7786,,,
5786,,,
7068,,,
13836,,,
12873,142233,146124,
13173,,,
8286,128173,133245,
11860,,,
15183,,,
9798,,,
9270,,,
8992,,,
16206,,,
17229,,,
4127,,,
5724,,,
4016,,,
8573,,,
18236,43495,13495,4150
4415,,,
7267,,,
13212,,,
7377,126824,67847,
9264,,,
7518,,,
8173,,,
21063,,,
13004,,,
8452,,,
4797,,,
12247,,,
1021,,,
12812,,,
1510,,,
21067,,,
8922,,,
16738,,,
21156,,,
18810,,,
14495,,,
17548,,93611,
364,,,
2863,,,
8575,,,
14672,,,
15694,,,
8776,,,
11351,,,
14311,,,
10852,,,
13637,,,
12194,,,
688,,,
2745,,,
2868,,,
3047,,,
12121,,,
7983,,,
7208,,,
13974,,,
9548,,,
6900,,,
15058,,,
15978,,,
2002,,,
15757,,,
8551,,,
7915,,,
11716,,,
15119,,,
7918,,,
13705,,,
11004,,,
10169,,,
13346,,,
10822,,,
9930,,,
18566,,,
9532,,,
13625,,,
10819,,,
10359,,,
10281,,,
8620,,,
16999,,,
14064,,,
16502,,,
2760,,,
9374,,,
11285,,,
3895,,,
3320,90317,66007,
4329,,,
18656,,,
11749,,,
12962,,,
14854,,,
5047,,,
15820,,,
15873,,,
5028,,,
14316,,,
3478,,,
14387,,,
11942,,,
3386,,,
17495,,,
4550,,,
5545,,,
8419,,,
3192,92225,75709,
6089,,,
11556,,,
10799,,,
8595,,,
504,,,
16358,,,
1998,,,
14253,,,
12850,,,
11203,,,
14368,,,
7408,,,
412,,,
16013,,,
3171,,,
11441,,,
7496,,,
5413,,,
16339,,,
11041,,,
13114,,,
11261,,,
16199,,,
12503,,,
12844,,,
11913,,,
9998,117817,134668,
17085,,,
17041,,,
11161,,,
16293,,,
308,,,
96,,,
7759,,,
16330,,,
13121,,,
196,,,
16374,,,
5528,,,
1644,,,
12156,,,
7223,110807,109011,
21718,,,
9188,,,
11787,,,
14462,,,
10565,,,
15755,,,
7407,,,
12093,,,
9087,,,
16302,,,
11442,,,
12974,,,
14667,,,
14424,,,
712,,,
2309,,,
1386,,,
11420,,,
15641,,,
2521,,,
100,,,
693,,,
17599,,,
86,,,
11494,,,
3826,,,
5021,,,
12634,,,
8746,,,
8077,,,
950,,,
18342,88639,58613,
14302,,,
4649,,,
17187,,,
7276,,,
11008,,,
10734,,,
16706,,,
9138,,,
16631,,,
10388,,,
13932,,,
10652,,,
7069,,,
9091,,,
5073,,,
5163,,,
5117,,,
8549,123112,,
16280,,,
13186,,,
6517,,,
10643,,,
21522,,,
10902,,,
21516,,,
15396,,,
14056,,,
506,,,
9055,,,
13878,,,
1855,,,
11505,,,
3611,122476,73821,
10866,,,
14690,,,
1586,,,
7166,,,
814,,,
4919,,,
8666,,,
2635,,,
11459,,,
4193,,,
3034,,,
1284,,,
1217,,,
7320,,,
16585,,,
13334,,,
5002,,,
8134,,,
10453,,,
14307,,,
4898,,,
2435,,,
8750,,,
8899,,,
6492,,,
9068,,,
10570,,,
4953,,,
5139,,,
15768,,,
4548,,,
516,,,
11905,138517,,
16017,,,
15825,,,
3294,,,
17004,,,
20727,,,
283,,,
8433,,,
1616,,,
2120,,,
540,,,
8317,,,
2850,,,
1094,,,
6733,,,
12243,,,15924
10539,,,
6796,,,
1437,,,
13534,,,
3160,,,
12788,,,
9584,,,
4814,,,
21694,,,
15822,,,
12798,,,
4983,,,
9750,,,
12174,,,
13716,,,
2764,,,
1609,63357,33357,
13273,,,
16818,,,
11109,,,
16782,,,
10787,,,
12567,,,
10789,,,
14618,,,
14514,,,
9661,,,
7446,,,
1422,,,
1009,,,
4322,,,
8630,,,
387,,,
21772,,,
6922,,,
15791,,,
12668,,,
4133,,,
13603,,,
8307,,,
15360,186589,,
9906,,,
20670,,,
14108,,,
20674,,,
16607,,,
5515,,,
14574,,,
1414,,,
8083,129760,136515,
15955,,,
7762,,,
12951,,,
9146,,,
6889,,,
16091,,,
11458,,,
7992,,,
11257,,,
10547,,,
10841,130049,136286,
15600,,,
22029,,,
20343,,,
15223,,,
16378,,,
10933,,,
136,,,
165,,,
78,,,
6198,,,
905,,,
16628,,,
432,,,
11482,,,
4377,,,
479,,,
8696,117039,,
18063,,,
15063,,,
11675,,,
10340,,,
8966,,,
20895,,,
6689,,,
11310,,,
13668,,,
13333,,,
10469,,,
10153,,,
11290,,,
14196,,,
12292,,,
14932,,,
14016,,,
12495,,,
10881,138934,,
11346,,,
14869,,,
15948,,,
16948,,,
4208,,,
15288,,,
10882,,,
17550,,,
9745,,,
9278,,,
20664,,,
10219,,,
14371,,,
9732,,,
10551,,,
15263,,,
9152,121411,,
15302,,,
6972,,,
5950,,,
16976,,,
4053,,,
1395,,,
17033,,,
12469,,,
12542,,,
4707,,,
206,,,
14436,,,
4617,,,
8823,,,
10635,,,
7202,,,
575,,,
1953,,,
14700,,,
21075,,,
15724,,,
15593,,,
778,,,
9400,,,
13356,,,
202,,,
15086,,,
4455,,,
16084,,,
4479,,,
2847,,,
10000,,,
18279,,,
13407,,,
1357,,,
11793,,,
17527,,,
11983,,,
9339,,,
14572,,,
14454,,,
13875,,,
10702,,,
1407,,,
12613,,,
9206,,,
16242,,,
17165,,,
21268,,,
13000,207330,190944,19881
18451,,,
14778,,,
15010,,,
12078,,,
15539,,,
11489,,,
14019,,,
16134,,,
12436,,,
8407,,,
211,,,
18595,,,
3921,,,
15545,,,
1957,,,
17937,,,
14844,,,
13811,,,
7520,,,
8719,,,
21339,,,
2270,,,
15698,,,
20168,,,
10779,,,
16769,,,
9322,,,
13606,,,
4787,,,
7381,,,
11160,,,
7969,,,
4237,,,
10911,,,
6387,,,
8373,,,
12506,,,
21467,94223,87045,
17358,,,
13392,,,
14576,,,
13153,,,
7423,,,
1158,,,
4381,,,
16036,,,
16194,,,
21071,,,
375,,,
9262,,,
15497,,,
10625,,,
9554,,,
11901,,,
8509,,,
17082,,,
5300,,,
11664,,,
14275,,,
12118,,,
5836,,,
18581,,,
661,,,
4545,,,
17360,,,
18823,,,
14450,,,
15758,,,
8273,,,
5148,,,
14895,,,
15059,,,
4746,,,
14137,,,
12945,,,
12778,,,
14222,,,
10298,,,
13776,,,
15565,,,
21436,,,
6371,,,
16437,,,
11206,,,
9925,,,
12482,,,
18714,,,
13756,,,
16073,,,
14474,,,
21076,,,
14934,,,
7618,,,
7984,,,
600,,,
7023,,,
13279,,,
14455,,,
12556,,,
20729,,,
9606,,,
9813,,,
1828,,,
7737,,,
6463,,,
2429,,,
11586,,,
16258,,,
10146,,,
2465,,,
11744,,,
1445,,,
11991,,,
2652,,,
14206,,,
15927,,,
8598,,,
13767,,,
17648,,,
15060,,,
5008,,,
3621,,,
14269,,,
1329,,,
16064,,,
13945,,,
15689,,,
19725,,163974,18253
17226,,,
18232,,,
1399,,,
6523,,,
20364,,,
8790,,,
4533,,,
4002,,,
2658,,,
12947,,,
3969,,,
10932,,,
2771,,,
6292,,,
16056,,,
14201,,,
16576,,,
7043,,,
9720,,,
21066,,,
6076,,,
12605,,,
12607,,,
13561,,,
17731,,,
9315,,,
14468,,,
13280,,,
79,,,
11380,,,
14430,,,
12365,,,
4458,,,
16074,,,
9571,,,
5760,,,
6128,,,
20866,,,
2488,,,
6051,,,
13547,,,
5727,,,
12103,,,
11994,,,
1843,,,
1825,,,
16376,,,
16895,,,
2331,,,
8526,,,
4858,,,
8728,,,
336,,,
16753,,,
2459,,,
10112,145820,,
4349,,,
12491,,,
11311,,,
8081,,,
11910,,,
8250,,,
7647,,,
9144,,,
22202,,,
11770,160770,,
6349,,,
14008,151163,151206,
18735,,,
14032,,,
20464,,,
21707,,,
9412,,,
3520,,,
18249,,,
11548,,,
15426,,,
1538,,,
15867,,,
13056,,,
13516,,,
12252,,,
5663,,,
1608,,,
10973,,,
509,,,
15053,,,
13680,,,
659,,,
12879,,,
10510,,,
17739,,,
4829,,,
10913,,,
13790,,,
14732,,,
7454,,,
21122,,,
6184,,,
16008,,,
15149,,,
14791,,,
16562,,,
15681,,,
11699,,,
8861,156714,,
7548,,,
15997,,,
16372,,,
14403,,,
8097,,,
9033,,,
12370,,,
1636,,,
17247,,,
20354,,,
12223,,,
13159,,,
14542,,,
19487,,,
15261,,,
10373,,,
16526,,,
10614,,,
11836,,,
15255,,,
13989,,,
11015,,,
12126,,,
15556,,,
17256,,,
18848,,,
15026,,,
15842,,,
17636,,,
16400,,,
9345,,,
13336,,,
8005,,,
15382,,,
4666,,,
13508,,,
441,,,
1415,,,
13823,,,
12863,,,
9712,,,
13670,,,
13283,,,
18628,,,
12250,,,
16065,,,
11017,,,
13111,,,
8683,,,
9034,,,
13879,,,
90,,,
14681,,,
13430,,,
9943,,,
11147,,,
16233,,,
12992,,,
1716,,,
10914,,,
12471,,,
10380,,,
15828,,,
13211,,,
14055,,,
12707,,,
17138,,,
17733,,,
12233,,,
3828,,,
12942,,,
19899,,,
421,,,
11837,,,
5492,,,
1767,,,
16240,,,
14954,,,
7388,,,
2438,,,
10256,,,
1349,,,
8269,,,
13799,,,
3989,,,
2715,,,
14151,,,
7375,,,
14123,,,
12254,,,
12019,,,
16355,,,
12658,,,
8680,,,
12072,,,
19726,,,
1734,,,
9713,,,
2878,,,
12586,,,
22085,,,
8538,,,
14040,,,
18142,,,
18037,,,
13882,,,
595,,,
11059,,,
12958,,,
3253,,,
3279,,,
15423,,,
5666,,,
10480,,,
13120,,,
5331,,,
1353,,,
12309,,,
12303,,,
4076,,,
12917,,,
313,,,
3492,,,
9258,,,
18139,,,
19227,,,
8271,,,
8094,,,
9040,,,
22199,,,
9038,,,
17289,,,
4786,,,
7825,,,
6140,,,
17487,,,
10315,,,
5964,,,
4976,,,
9227,,,
5013,,,
3795,,,
5255,,,
12352,,,
14867,,,
12664,,,
7996,,,
12308,,,
4119,,,
9636,116807,133684,
13381,,,
3092,,,
11714,,,
9337,,,
15248,,,
10709,,,
14502,,,
8900,,,
3226,,,
2534,,,
2341,,,
15351,,,
11580,,,
2739,,,
5250,,,
3340,,,
7288,,,
13824,,,
1894,,,
11826,,,
577,,,
19817,,,
342,,,
1446,,,
8268,,,
14135,,,
1612,,,
5103,,,
15584,,,
19894,,,
9455,,,
19876,,,
7528,,,
945,,,
1816,,,
19988,,,
8362,,,
8367,,,
12064,,,
5775,,,
2432,,,
13299,,,
2481,,,
5270,,,
3879,,,
4149,,,
5327,,,
11952,,,
10354,,,
1859,,,
9889,,,
337,,,
3885,,,
4904,,,
11176,,,
14902,,,
12723,,,
6655,,,
12881,,,
12227,,,
15712,,,
15165,,,
4840,,,
10627,,,
10639,,,
19357,,,
3109,,,
19440,,,
15548,,,
10458,,,
1443,,,
642,,,
4136,,,
9629,,,
14800,,,
14784,,,
3413,,,
5862,,,
5443,,,
7245,,,
8117,,,
15909,,,
1790,,,
7570,,,
14389,,,
8847,,,
4768,,,
888,,,
9225,,,
8896,,,
2661,,,
19776,,,
19263,,,
17153,,,
17265,,,
18119,,,
9354,,,
8860,,,
11010,,,
13420,,,
9110,,,
8384,,,
18522,,,
16261,,,
660,,,
19544,,,
15305,,,
21721,,,
19152,,,
4008,,,
15795,,,
6437,,,
19459,,,
16404,,,
19019,,,
1886,,,
15048,,,
14793,,,
12022,,,
4675,,,
19358,,,
5923,,,
2807,,,
10908,,,
8938,,,
3700,,,
4563,,,
3222,,,
7143,,,
1442,,,
1320,,,
9207,,,
4483,,,
3374,,,
18238,,,
3681,,,
13592,,,
11135,,,
20036,,,
13832,,,
16009,,,
5982,,,
20098,,,
13576,,,
7949,,,
10077,,,
4191,,,
1247,,,
2803,,,
15480,,,
6783,,,
7110,,,
14045,,,
9318,,,
6501,,,
6970,,,
8354,,,
8389,,,
5454,,,
4922,,,
19936,,,
4619,,,
4346,,,
12919,,,
3718,,,
20363,,,
2577,,,
12465,,,
2196,,,
15368,,,
15276,,,
9707,,,
5720,,,
5912,,,
6057,,,
3261,,,
845,,,
1966,,,
9461,,,
5482,,,
19370,,,
15166,,,
18875,,,
16740,,,
12047,,,
19009,,,
19466,,,
14702,,,
13146,,,
6441,,,
2344,,,
7239,,,
5791,,,
14231,,,
3799,,,
4241,,,
6279,,,
15023,,,
15915,,,
13377,,,
20377,,,
10640,,,
4137,,,
9214,,,
3234,,,
897,,,
3713,,,
2038,,,
11194,,,
4980,,,
10412,,,
3441,,,
8075,,,
811,,,
537,,,
17764,,,
1117,,,
1597,,,
1746,,,
1109,,,
1020,,,
5807,,,
3842,,,
11768,,,
15722,,,
6097,,,
11188,,,
10126,,,
9511,,,
11566,,,
14614,,,
15082,,,
7583,,,
13078,,,
12490,,,
20277,,,
18103,,,
10672,,,
21276,,,
12336,,,
21322,,,
14588,,,
20404,,,
4833,,,
11106,,,
11909,,,
13206,,,
12893,,,
17577,,,
15348,,,
13005,,,
20690,,,
14993,,,
3001,,,
8439,,,
15036,,,
12502,,,
9344,,,
13072,,,
11263,,,
12807,,,
9994,,,
15109,,,
11468,,,
16457,,,
16171,,,
12501,,,
18053,,,
4653,,,
11466,,,
11998,,,
18609,,,
8031,,,
14489,,,
13727,,,
12067,,,
21689,,,
10341,,,
14840,,,
21170,,,
11470,,,
6657,,,
16548,,,
12979,,,
9330,,,
9329,,,
11264,,,
11652,,,
7262,,,
15550,,,
18243,,,
15029,,,
1372,,,
15083,,,
16801,,,
7731,,,
12044,,,
13018,,,
9808,,,
